"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Faroe Islands","FRO","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.8","12.2","13.4","13.9","14.4","14.8","16","16.8","17.3","16.6","15.9","15.4","15.4","15.7","16.3","17.4","18.4","19.5","20.9","22.1","23","","",
"United Kingdom","GBR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Georgia","GEO","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.2","5.5","4.5","3.8","3.9","3.9","3.9","3.5","3.7","4.2","4.6","4.3","4","3.6","3.6","3.7","3.7","3.1","3.1","3","2.9","","",
"Ghana","GHA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.9","13.5","12.7","12.1","11.1","10.4","9.2","8.1","6.6","6.2","6.3","6.6","6.9","7.5","8.2","8.3","7.6","6.5","5.7","5.1","4.9","","",
"Gibraltar","GIB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","17.8","16.9","16","14.9","14","12.9","12.2","14.1","15.4","16.4","14.7","13.5","12.9","12.9","13.3","13.3","12.7","12.5","12.4","12.9","","",
"Gambia, The","GMB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","19.8","20.5","20.7","21.5","20.5","18.4","15.4","14","13.1","12.9","13.6","14.4","15.4","15.9","16.7","17.6","17.8","18.3","18.7","19.6","","",
"Guinea-Bissau","GNB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.8","16.1","16.4","16.5","16.4","16.3","16.2","16.1","19.8","23.8","28.1","30.4","33","34.8","35.1","34","32.9","33.1","35.3","36.8","37.9","","",
"Equatorial Guinea","GNQ","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Grenada","GRD","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.7","20.3","19.4","19.6","19.4","18.3","18.7","18.2","17.5","15.8","15.3","15.7","16.1","16.2","15.7","14.8","14.4","14.1","14.1","13.5","13.3","","",
"Guam","GUM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.4","6.3","6.7","6.9","7.1","7.1","7.6","7.6","8.8","9.4","9.5","8.7","7.4","6.1","4.5","3.4","3.3","3.5","3.6","3","2.5","","",
"High income","HIC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.90125567071371","2.80809414114752","2.75134023532705","2.71952186163241","2.71831342193081","2.7134431656768","2.72156842644703","2.73529453300197","2.77441085126635","2.81440650442187","2.79281242116019","2.75444669782629","2.70889119100802","2.68653457164264","2.66379517640061","2.65627064052244","2.64336259399898","2.62980444291064","2.60973225458947","2.60470972776965","2.63275912312097","","",
"Hong Kong SAR, China","HKG","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Honduras","HND","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.4","21.6","22","22.5","22.6","22.1","21.2","21","18.6","16.4","14.1","14.3","15.1","15.6","15.5","14.9","14.3","14.1","14.5","16.2","18.7","","",
"Heavily indebted poor countries (HIPC)","HPC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.0605199146546","31.2474691175372","30.3841943348859","29.3871663950507","28.4115876030731","27.4949287891315","26.7979838986244","26.0598321839116","24.0418485626199","22.2583670052537","20.6823747488532","20.5525275122759","20.0734095388273","20.3864703624122","20.9977399715957","21.3126977292005","21.5004715571962","21.6543159671597","22.3618441414099","23.1816522901689","23.8830572763154","","",
"Croatia","HRV","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.9","4.6","3.6","3","2.5","2.5","2.5","2.5","2.5","2.5","2.7","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Haiti","HTI","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.2","51.3","51.9","52.8","51.8","50.8","48.8","47","44","41.8","40.7","40.9","40","38.7","38.8","39.6","41.1","42.2","43.6","43.3","45","","",
"Hungary","HUN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"IBRD only","IBD","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.6665617693539","12.7864866213517","12.8117937219974","12.6097569578963","12.0590339636111","11.079375336484","9.97582041304464","9.21187392812168","8.57927667461271","8.15084706452362","7.79979802273407","7.49509899520649","7.30750309893821","7.20071110738149","7.06767590111728","6.91612203944571","6.72371782256955","6.73169042473607","7.12234953555515","7.63511299339157","7.92355136600312","","",
"IDA & IBRD total","IBT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.2328676175227","15.2523546721364","15.1401897176404","14.7488430972543","14.1003945441104","13.1433484570211","12.1702702436278","11.4816834242554","10.7916891856286","10.2822004134015","9.85903179299864","9.63654791063133","9.48214111968893","9.42767030454034","9.41158118295844","9.36576379992185","9.26632134215135","9.31815611662548","9.84060314705367","10.5382040546827","11.0317283779825","","",
"IDA total","IDA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.6264287647558","24.1579984367335","23.4383761638712","22.2760209710612","21.1933529379839","20.2211039662572","19.5950091960479","19.0646731085965","18.0904167727063","17.2199084797419","16.4745155485303","16.4361279507227","16.1487111794617","16.1810998151915","16.4396834386614","16.6222572248875","16.7015387570362","16.7789255966871","17.5698003739689","18.6165808635829","19.5372914319549","","",
"IDA blend","IDB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.1772707472068","18.5010947283396","18.0562473437463","16.6066947963174","15.1578731805823","14.1250105250554","13.7199956746718","13.7072229611989","13.4901066161356","13.151551117083","12.8397387004969","12.8371983976943","12.3967962794954","12.1537407869359","11.8301197839022","11.9330380383587","12.01928133961","12.2896952758251","13.8237973660259","15.7478536047116","17.6304254358672","","",
"Indonesia","IDN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","19","18.9","19.1","19.3","19.1","18.5","17.4","15.6","13.2","11","9.6","8.4","7.9","7.3","6.7","6","5.9","6","6.1","5.9","","",
"IDA only","IDX","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.0734896668182","27.1817084046342","26.3114508026829","25.3029918224488","24.4161186317817","23.4759838423686","22.7343692076482","21.9334102290631","20.5603926532431","19.4106605936664","18.4351108748927","18.3773066468728","18.0974717386709","18.2706862505012","18.8254058432442","19.0393290440789","19.1050602561528","19.0757331140332","19.4804194790534","20.0625286457625","20.4963844110917","","",
"Isle of Man","IMN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.3","19.9","21.4","22","21.4","19.4","17.2","16.2","16","15.7","15.4","14.8","14.6","14.4","14","13.5","12.9","13.1","14.4","15.9","16.6","","",
"Not classified","INX","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Iran, Islamic Rep.","IRN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","5.2","5.2","5.1","5.4","5.8","6.1","5.8","6.2","7.1","7.6","7.3","6.3","6.3","6.3","6.8","7.2","7.2","7","6.2","6.1","","",
"Iraq","IRQ","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.7","21.1","19.9","19.2","17.8","17.8","17.7","16.9","15.9","14.7","15.1","15.7","16.4","16.8","17.3","17.6","17.5","17.2","16.9","16.4","16.3","","",
"Iceland","ISL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Israel","ISR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Italy","ITA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Jamaica","JAM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.6","7.1","7.4","7.5","7.9","8.1","8.8","9.4","9.3","8.7","8.1","7.9","7.9","7.6","8","7.7","7.3","6.3","6.6","7.5","8.3","","",
"Jordan","JOR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Japan","JPN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.6","2.8","2.6","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.7","3.2","","",
"Kazakhstan","KAZ","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.3","6.4","7","7.3","7.2","6.2","5","4.2","3.7","3.1","2.6","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Kenya","KEN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.3","33.7","35","32.1","28.4","26.1","27.1","27","24.3","21.3","19.2","18.3","18.1","18.3","20","21.5","22.8","22.2","23","24.7","27.8","","",
"Kyrgyz Republic","KGZ","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.6","12.5","10.2","8.1","8","8.6","9.1","8.5","8.1","7.4","6.9","6.2","5.9","5.7","5.8","5.5","5.1","4.5","4.5","4.6","4.8","","",
"Cambodia","KHM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.3","21.9","20.1","19.3","17.8","16.4","15.6","15.2","13.5","11.1","8.9","8.2","8","7.5","6.9","6.5","5.8","4.8","4.3","4.6","4.8","","",
"Kiribati","KIR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.4","5.6","6","6","6.1","6.4","7","7.3","10.4","12.6","14.9","13.5","12.6","11.4","10.9","10.9","10.9","11.5","12.2","12.1","12.1","","",
"St. Kitts and Nevis","KNA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Kuwait","KWT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.6","2.6","2.5","2.5","","",
"Latin America & Caribbean (excluding high income)","LAC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.7921512394786","10.5313604644604","10.3013347693193","9.98905103717287","9.56133942386178","9.0697619913083","8.62780080090508","8.35367151534953","7.64908447833339","7.00974851941153","6.28292192787241","6.01145990708893","5.73131273648245","5.48319596628793","5.32652246159059","5.2712366120367","5.29466749469328","5.23993961210388","5.30314312329999","5.86075952668477","6.42934501142912","","",
"Lao PDR","LAO","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.4","29.6","27.1","24.2","22.7","20.8","20.4","18.6","17.3","14.5","13.2","11.6","10.3","8.1","6.7","5.9","5.6","5.3","5.4","5.2","4.7","","",
"Lebanon","LBN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liberia","LBR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.3","37.5","36.5","34.8","33.5","32.5","31.3","29.5","30.6","33.2","35.8","36.7","36.6","36.8","35.9","35.3","35.1","35.6","36.9","37.8","38.4","","",
"Libya","LBY","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.5","3.8","4.1","4.4","4.7","5","5.3","5.6","6.7","7.1","6.5","5.2","4.8","5.4","6.1","6.6","6.9","7.1","7.7","7.9","8.4","","",
"St. Lucia","LCA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.7891516447806","10.5304818835288","10.3064858917972","9.81038046719742","9.34481381368323","8.8148008352989","8.28749883112946","7.94502229345551","7.28600665318855","6.69759318222147","6.0245337306376","5.76607314166076","5.50685662024059","5.33465541701917","5.54195520810583","5.78441344771804","6.09008441520498","5.98742881130957","6.03756635571034","6.44316131262686","6.78770719216","","",
"Least developed countries: UN classification","LDC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.8138031870768","29.8095813633853","28.7854178460163","27.6625069242551","26.7029493677611","25.6615164532525","24.8424253873305","23.9342948641253","22.1805189227113","20.6762816392563","19.3801758486083","19.2962580541254","18.9011677004369","19.0855381033065","19.7211141082514","20.0104012886029","20.0977685894475","20.0968220789865","20.5921680887428","21.2821403569964","21.7516780789178","","",
"Low income","LIC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.4102081549374","32.5167759318509","31.5787250282269","30.532616472272","29.8283216323771","29.1398730930014","28.5372820387605","27.8222422036642","25.615082384371","24.0496288831517","22.6692331520568","22.995363228978","22.4657870467949","23.2911187587041","24.5454158024997","25.282759876766","25.7537591040832","25.9689208462201","26.9035563402185","27.7357859181625","28.3801145012404","","",
"Liechtenstein","LIE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.5","15.8","15.5","14.9","13.9","13.2","11.8","10.8","11.5","13","14","13","11.7","10.2","9.1","8.1","7.6","7.1","6.4","5.7","5.3","","",
"Lower middle income","LMC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.0938915121053","19.6784766482159","20.0570790413217","19.8395243478568","19.0087415057033","17.5325059396581","16.0815575125642","15.3268309185036","14.9333271839138","14.4476427945376","13.9822682509942","13.5461691047186","13.2424514186526","12.9556266257488","12.5918621551521","12.2403493967353","11.836123323954","11.8540885212058","12.7260743181843","13.8786326810205","14.6854268760985","","",
"Low & middle income","LMY","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.8671636247954","15.8974629654948","15.7752657879195","15.3888692192153","14.7167802927425","13.728750177314","12.7293042953275","12.0213529791479","11.2977984962983","10.7596286285123","10.3108515664104","10.0775261821097","9.91103390825999","9.84825718414328","9.79446384817297","9.71636323885844","9.58712071711256","9.64020239756344","10.1820024580811","10.9132276521396","11.4435821908234","","",
"Lesotho","LSO","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.7","19","17.3","15.6","13.9","12.9","12.4","12.3","12","11.8","12.5","15.2","20","27.2","31.9","34","31.6","33","38.1","43.7","46","","",
"Late-demographic dividend","LTE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.2072259205353","9.53939705045291","8.74592689543532","8.07551073048324","7.42744995396602","6.74595747011068","5.93664913274054","5.17631993299839","4.3432648037429","4.02596219242947","3.85061330514885","3.75339854023273","3.65009314541448","3.57514128183024","3.51035085140726","3.47479236441622","3.44934308389748","3.39605252100531","3.37414951362464","3.48705773723193","3.60030200243732","","",
"Lithuania","LTU","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Luxembourg","LUX","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Latvia","LVA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.6","3.4","2.7","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Macao SAR, China","MAC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.3","20.6","19","17.2","15.9","15.1","14.9","14.5","13.1","10.8","8.7","7.8","7.1","6.3","5.8","5.7","5.6","5.4","6.4","7.1","8","","",
"St. Martin (French part)","MAF","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.3","5.9","5.6","5.6","5.5","5.8","5.6","5.7","5.5","5.1","4.6","4.4","4.1","4","3.8","3.7","3.6","3.6","4.2","5.3","6.3","","",
"Monaco","MCO","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.4","27.1","29.8","32.3","33.4","32.4","29.8","27.7","19.9","12.2","3.1","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Madagascar","MDG","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.1","35.6","36.9","35.4","33.7","31.4","30.9","30.7","29.9","28.3","27.2","29.3","33","37.7","40.4","41.9","42.8","44.7","47.1","49.5","51","","",
"Maldives","MDV","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa","MEA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.30127453320685","8.2840104421125","8.27899741604559","8.26006698853052","8.1223820227675","7.9923987816175","7.83541633227466","7.68090334615334","7.56732328270078","7.76210181165171","7.86013049479984","8.02231073250337","7.8664341176638","8.19565133847541","8.71389671511736","9.21020788567285","9.59259824834965","9.56581262606427","9.56280194884085","9.37532162085151","9.61941229465604","","",
"Mexico","MEX","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.2","3.6","4.2","4.6","4.4","4.1","4.1","4.4","4.5","4.4","4.1","4","4","4","3.9","3.8","3.8","3.4","2.8","2.5","2.5","","",
"Marshall Islands","MHL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.5089822090819","14.5899169888566","14.5104474073113","14.1581160807707","13.4692505847168","12.4341770713031","11.3781869730444","10.6491106805804","10.0347390088791","9.56868523955462","9.18581298015673","8.88426891286361","8.65099510132957","8.48171122767137","8.27379670981339","8.0862374709969","7.86562611668699","7.8715441330121","8.33821493957649","8.9928249049714","9.47473616101779","","",
